,Unnamed: 0,title,lyrics,label
949,949,African Postman,son knocking african postman daddy african postman yes brother woooo brother african post man bring telegram african postman african postman african postman telegram say son daughter imperial majesty haile selassie earth rightful ruler without apology say time come home yes jah come hold fort come hold fort nay leggo nay leggo heng heng heng heng heng come hold fort hold fort hold fort give thanks african postman african postman african postman telegram wa interesting essential important african bless keep postman guidance postman providence african postman ia ia ia ia brother african brother brother brother african postman african postman african postman bring ia ia ia telegram saying son daughter imperial majesty haile selassie earth rightful ruler without apology saying time come yes jah come hold fort hold fort yound come hold fort nay leggo heng nay leggo heng nay leggo heng nay leggo hold fort come hold fort hold fort son yes daddy calling outside postman daddy kind man saying son daughter im imperial majesty haile sel assie earth rightful ruler without apology say time ia ia ia come home yes jah come hold fort nay leggo heng nay leggo,Sadness
950,950,Strangers,going dont mind ive killed world ive killed time go see see many people coming going dont mind live long im afraid ill die follow wherever go offered hand still open stranger road two one youve ive come land brings loser share road walk mind mouth beware talk till peace find tell ill thing share feel tomorrow like feel today well take want give rest away stranger road two one holy man holy priest love life make weak knee get make play co soon feel youre gon na carry u away promised lie made u believe many men much grief mind proud ache rage live long im afraid ill die stranger road two one stranger road two one,Sadness
951,951,Bad Boys,bad boy whatcha want whatcha want whatcha gon na sheriff john brown come tell whatcha gon na whatcha gon na dooo yeaheah bad boy bad boy whatcha gon na whatcha gon na come bad boy bad boy whatcha gon na whatcha gon na come eight bad trait go school learn golden rule acting like bloody fool get hot must get cool bad boy bad boy whatcha gon na whatcha gon na come bad boy bad boy whatcha gon na whatcha gon na come chuck one chuck one chuck mother chuck father chuck brother chuck sister chuck one chuck bad boy bad boy whatcha gon na whatcha gon na come bad boy bad boy whatcha gon na whatcha gon na come bad boy bad boy whatcha gon na whatcha gon na come bad boy bad boy whatcha gon na whatcha gon na come nobody naw give break police naw give break soldier mona give break even idren naw give break hey hey bad boy bad boy whatcha gon na whatcha gon na come bad boy bad boy whatcha gon na whatcha gon na come bad boy bad boy whatcha gon na whatcha gon na come bad boy bad boy whatcha gon na whatcha gon na come act mean dont know youre human born mother love father reflection come reflection go know sometimes want let go hey hey hey know sometimes want let go bad boy bad boy whatcha gon na whatcha gon na come youre bad youre rude youre bad youre rude bad boy bad boy whatcha gon na whatcha gon na come chuck one chuck one chuck mother chuck father chuck brother chuck sister chuck one chuck bad boy bad boy whatcha gon na whatcha gon na come bad boy bad boy whatcha gon na whatcha gon na come,Tension
952,952,Ghetto Qu’ran (Forgive Me),uh huh uh huh uh huh southside yall nigga know dirty south one time lord forgive ive sinned stay top recall memory filled sin hear talk southside hear talk team see nigga feared prince respected preme slow motherfucker ima break iller see preme wa business man prince wa killer remember used push bulletproof bm uh huh hairll get seasick sat back peeped shit roll ez wider aint get blunted whole project working 50 500 youth ever wa sell crack used idolize cat hurt heart hear nigga snitched pap go like rumor hood wa wa snitching aint believe pa helped cop first gsxr 4runner z 5 3 used drive truck hood dragging jet ski gerald wallace baby wise dont surprised freely throw name guy dealt pie like la wise l got shot neck told connect nigga shot got em ten brick fucking dominican turned around gave em brick lord forgive ive sinned stay top recall memory filled sin first verse dose shit im consider first chapter ghetto quran know lot nigga get dough like bimmy joe prince righteous hillside mole nose throughout struggle hood started learning life bitch pretty face burning man im get cheese like chaz run whip like cigar gamble time like countrycurly head prince tahtah popo pressure know facing go crew like bebo killer like pappy mason lot nigga know corrupted since birth enticed rob nun fun everything worth know cat held whole complex like corley wall together nigga stand divided fall round shook nigga keep motion come around rollie get robbed like ocean lord know tommy laurelton sold helicopter roll royces louis vuitton interior might sound like im fantasizing son im dead serious montana wa dummy brought business wash money money politic like asian fed couldnt catch dirty settled tax evasion lord forgive ive sinned stay top recall memory filled sin rest peace rich ron money wa yo twin wa queen got crazy cream alpo throughout time heard tale himey frenchy jamaican pauly duckie corley ronnie bump chick shit lot nigga flow way flow aint game life dont know know writing rhyme best way express feel aint rich twentysix ill dead jail coming heard sipping much boozell leave confused watch news see player game lose im forgetting lefty jazz pretty tony lance head lou mel son troy e money bag conversation shrimp lobster benihanas heard chico stopped boxing started robbing diner shout clarence clutch bob dre black flow dont kill mac lord forgive ive sinned stay top recall memory filled sin,Tension
953,953,Three Little Birds,dont worry thing cause every little thing gon na alright singing dont worry thing cause every little thing gon na alright rise morning smiled rising sun three little bird pitch doorstep singing sweet song melody pure true saying message singing dont worry thing cause every little thing gon na alright singing dont worry thing dont worry cause every little thing gon na alright rise morning smiled rising sun three little bird pitch doorstep singing sweet song melody pure true saying message singing dont worry thing worry thing oh cause every little thing gon na alright dont worry singing dont worry thing wont worry cause every little thing gon na alright singing dont worry thing cause every little thing gon na alright wont worry singing dont worry thing cause every little thing gon na alright singing dont worry thing dont worry thing cause every little thing gon na alright,Sadness
954,954,I Am the Mob,put horse head people bed co mob duty call gon na bust ball co mob dont try tell one money two money three money easter bunny come try level best best please im gon na put bullet knee baby come oh tell stop blowing put kecks back co mob stop muckin around brandnew sound co mob dont try tell one money two money three money easter bunny come oh baby come try level best best please im gon na put bullet knee baby come please tell luca brasi ah sleep fish luca brasi ah sleep fish luca brasi ah sleep fish missus oh tell tell luca brasi ah sleep fish luca brasi ah sleep fish luca brasi ah sleep fish missus oh luca brasi ah sleep fish luca brasi ah sleep fish luca brasi ah sleep fish mob,Tension
955,955,All Mod Cons,seen know sort think world awaits every breath youll friend say youll help time come time getting rich hang around help skint oh god forbid drop u like hot brick artistic freedom want make sure money aint gone ill tell got sussed youll waste time time come,Tension
956,956,Rainbow Stew,big brown cloud city countryside sin price life high give got come world wide war done dream peace come true well drinking free bubble eating rainbow stew find burn water gasoline car gone airplane fly without fuel sunlight heat home one day air clear sun come shining well drinking free bubble eating rainbow stew eating rainbow stew silver spoon underneath sky blue well drinking free bubble eating rainbow stew dont get high happy think whats store people start oughta wont booing president go white house door doe say hell,Sadness
957,957,Who Can Make The Dance Ram?,make dance ram yellowman zungguzungguguzungguzeng dedicate one fan jamaica england specially united state german france lord make feel alright people make feel alright ca say make dance ram make dance ram make pop make pop dj island go yellowman yellowman number one make dub play make dub play night day night day song island go song song champion yellowman mic ina hand go dj run woman ca ina every parish fifty woman dj run competition hear yellowman go sing one song ram yellow come fi ram ca yellowman chat apprentice ca yellowman full lyric go name dj island peter metro welton brigadier toyan sassafras burru fi mi second fathead peter rank well come first come second chat riddim one one yellowman come fi ram session yellowman lyric pon ton ca dj run woman bmw right cant wrong please play radio station relax sweet mmm nice fi know yellow come fi ram session relax,Sadness
958,958,Natural Mystic,natural mystic blowing air listen carefully hear could first trumpet might well last many suffer many die dont ask thing way used wont tell lie one got face reality though ive tried find answer question ask though know impossible go living past dont tell lie natural mystic blowing air cant keep listen carefully hear natural mystic blowing air could first trumpet might well last many suffer many die dont ask natural mystic blowing air wont tell lie listen carefully hear natural mystic blowing air natural mystic blowing air natural mystic blowing air natural mystic blowing air natural mystic blowing air natural mystic blowing air,Sadness
959,959,Little Bitty,little love little honeymoon got little dish got little spoon little bitty house little bitty yard little bitty dog little bitty car well alright little bitty little hometown big old city might well share might well smile life go little bitty little bitty baby little bitty gown itll grow little bitty town big yellow bus little bitty book started little bitty look well alright little bitty little hometown big old city might well share might well smile life go little bitty hehyeee know got job little bitty cheque six pack beer television set little bitty world go around around little bit silence little bit sound good ole boy pretty little girl start little bitty world little bitty plan little bitty dream part little bitty scheme alright little bitty little hometown big old city might well share might well smile life go little bitty,Tenderness
960,960,Good Girl Gone Bad,black side russian ganja head concussion yo tarrus well cyan hear dem go feel mi seh finga mash badda cry mi seh alright den dem big inna body tell yuh dem ready mi nuh need glass fi see dem force ripe thru bad company likkle pickney nah tek talk straight road street life mama likkle princess gone bad daddy likkle angel bruk mama likkle pearl tell mi seh ready fi di world walkin anodda good girl gone bad wa good girl gone bad story good girl gone bad dont know drivin family mad good girl gone bad wa good girl gone bad story good girl gone bad dont know drivin family mad go suh hard impressin shortest clothes dem always dress love drink shes smokin ecstasy shes already floatin mi seh whole heap man dem gyal yah back pon inna di church di school bus di taxi minivan follow dem gyal yah dem mek bawl fi yuh madda behind prison bar worse yuh star nuh gi dem par mama likkle angel gone bad daddy likkle princess bruk mama likkle pearl tell mi seh ready fi di worl wha tek dis likkle girl anodda good girl gone bad wa good girl gone bad story good girl gone bad dont know drivin family mad good girl gone bad wa good girl gone bad story good good girl gone bad dont know drivin family mad cyan hear dem go feel mi seh finga mash badda cry mi seh cyan hear dem go feel mi seh finga mash badda cry mi seh aright den well dem big inna body tell yuh dem ready mi nuh need glass fi see dem force ripe tarrus thru bad company likkle pickney nah tek talk straight road street light watch yah mama likkle princess gone bad mi seh daddy likkle angel bruk mama likkle pearl tell mi seh ready fi di world walkin anodda good girl gone bad wa good girl gone bad story good good girl gone bad dont know drivin family mad good girl gone bad wa good girl gone bad dis likkle good good good good girl gone bad dont know drivin family mad hear dem go feel mi seh finga mash badda cry mi seh hey hear dem go feel mi seh finga mash badda cry mi seh aright den,Sadness
961,961,Jah Bless Me,know jahjah bless wicked heart test matter try oh know jah man infest fan request nah go make mi river run dry far wind blow west east side praise never cease oh lord emperor selassie never cease judgement wicked man keep know must get defeat oh lord ghetto youth wise open eye yeahyeahyeah yeah know jahjah bless wicked heart test matter try oh know jah man infest fan request nah go make di river run dry keep fighting mind know tell part unkind wonder veil fool shall depart yeah clean heart end cell jahjah say never dis righteous youll never make unjust know jahjah bless wicked heart test matter try oh know jah man infest fan request nah go make mi river run dry far wind blow west east side praise never cease oh lord emperor selassie judgement never cease wicked man keep know must get defeat wow yeah ghetto youth wise open eye yeahyeahyeah know jahjah bless wicked heart test matter try oh know jah man infest fan request nah go make mi river run dry,Tenderness
962,962,Hands on the Wheel,time world seems spinnin hopelessly control deceiver believer old inbetweeners seem place go well old song right wrong living something place hide looked eye found looked star tried bar ive nearly gone smoke hand wheel ive something thats real feel like im going home shade oak river sat old man boy setting sail spinning tale fishing whale lady enjoy well damn tune man moon way feel place hide looked eye found looked star tried bar ive nearly gone smoke hand wheel ive something thats real feel like im going home,Tenderness
963,963,What Makes You Country,people talkin bout aint country give em right wear pair beatup boot size tire fire wild buddy well give minute let hit hometown truth could cowboy texas plain plowboy waitin rain little different everybody doin thing got dirt road cred wa twelve cab tractor hauling bale backing boat fishing limb line running bird dog georgia pine step side cover peanut dust friday night spotlight wa u might cant judge proud make country doe run blood come daddy mama converted alabama song radio feel right lock eye little greeneyed girl jackson tell got ya got ta know got sunday learning live oak church silver queen corn backyard dirt waiting fall finally come along grab gun get outside step side cover peanut dust friday night spotlight wa u might cant judge proud make country might city little farm town whatever kind square drove around wear sleeve keep deep know got ta let got dirt road cred back wa twelve cab tractor hauling bale backing boat fishing limb line running bird dog georgia pine step side cover peanut dust friday night spotlight wa u might aint judging proud make country whatever make country kind country kind country kind country whatever make u country,Tension
964,964,Gimme Likkle One Drop,wooy wo wo wooh wooh yeh yeh yea yea wo wo wooh wooh yeh yeh yea yea chimney oooh hey dj play song set mode hold different energy loving music sound si woman wi pree hey chimney gim likkle one drop meck bass line role catch mi love riddim top mi mi woman rock gim likkle one drop meck bass line role catch meck wi couple dubble hold vibe stop mi love mi love mi love juggling one foot man dance trouble yow bother meck yo face dont mugging good vibe place one grudging long time wi feel like yeh like peppine well clean fresh oh yes bless like drum bass line wine yo waste line mi meck one stop fi one drop mi love vibe hot mi haffi strap lyric gim word melody sing fi meck one stop one drop love one drop come thing called chimney record present thing called one drop earth special request nice decent people whoa baby ah voice tarrus riley sing ah sing representing hey hey ah warm easy unno come ah cha hate ya jah bless man curse let tell,Sadness
965,965,Pimpa’s Paradise,yes yall rockin best black thought legendary root crew flesh slid brother marley family crestin gon set yall hey love party good time look hearty feeling fine love smoke sometimes shifting coke shes laughing aint joke hey background singer pimpas paradise thats wa pimpas paradise thats wa pimpas paradise thats wa pimpas paradise thats wa cause coke wa thing first tried wa blue moon blue sky shes wonderin else want go buy dont got money want get high story sound familiar like born wild sillier quite similiar waste sarsaparilla used look good video look hideous broken crack pipe lipstick trace work cold night red district place seen hotel tour suitcase male customer old navy love limelight john swayze seen mile rental avis dont slow day maybe lost cant find way safety background singer pimpass paradise thats wa pimpas paradise thats wa pimpas paradise thats wa pimpas paradise thats wa check keep head space like satellite got insatiable appetite stayin late night parasite plottin way cop little piece paradise dignity thing could sacrifice get monkey back back like five minute stay move done smoked stone builder refused coked alone aint even tuned sad cause aint really reason use wa pretty girl cleaner board health studied enjoyed dont know drove avoid destroyed took taste yay track workin wastin away safe say lookin place stay whoever got lil paper play could get slice background singer pimpas paradise thats wa pimpas paradise thats wa pimpas paradise thats wa pimpas paradise thats wa reason seasoned spliff wa first thing one spring season shes flirtin season dont need rehearsin esteem get beatin life uncertain ego need feedin one mercy beneath demon shes warm person shes fiendin swearin cursin behind curtain shes really hurtin people dont even trust home dealer bring cook rock without sinnin spot first stone feelin kick shes dark zone old friend walk pas goin bout someone dont know king king lift flo sayin life thing learn grow background singer pimpas paradise thats wa pimpas paradise thats wa pimpas paradise thats wa pimpas paradise thats wa rise fall like star life write like car face full kind scar always quick fi start war cant keep par play like broken guitar always want take far doubt ah go make far rise fall like star ride like car face full kind scar always fist start war cant keep par play like broken guitar always want take far mi wonder make far wuy,Tension
966,966,Daydreaming,dreamer never learn never learn beyond point return return late damage done damage done go beyond beyond white room window sun come happy serve happy serve efil ym fo flah efil ym fo flah efil ym fo flah efil ym fo flah efil ym fo flah efil ym fo flah efil ym fo flah efil ym fo flah efil ym fo flah efil ym fo flah efil ym fo flah efil ym fo flah efil ym fo flah efil ym fo flah efil ym fo flah efil ym fo flah,Tenderness
967,967,Getaway Driver,shes feeling reckless tangled mess wild eye lookin chase nothing white line cant erase keep engine running shell gasoline treat heart like stolen car key standing line fire ill right beside im getaway driver getaway driver mile thing saved u headlight trace rearview mirror looking back desert horizon map keep engine running shell gasoline treat heart like stolen car key standing line fire ill right beside im getaway driver getaway driver lover fighter bonnie clyde reminder im getaway driver getaway driver,Tenderness
968,968,Ghetto Vet,hey hey chop hey hater tried blow man mega nigga think ey homie happened whole life flashed eye man life nigga used come get wa time disagree enemy pas hennessy give energy packed gat small back nigga ill clear whole pack talking shit cause im set im vet smoking wet cigarette nigga think wishing ghetto star represent tar start busting scatter like water bug cause westside nigga harder thug enslave u nothing save u sporting ben davis shootin neighbor cause sometimes feel like nut dont give fuck open hot rock fly back seat bustaass nigga run like track meet caught middle bleed little killer king hospital feeling numb bullet hum hit black mother fit dont give shit fool im vet bet could dance underwater get wet check raining bullet im still im still house shoe get wet dew grass early morning taking trash feeling like loser alcohol abuser two youngster roll beach cruiser one peddles handle bar tryna ghetto star said westside said hell yeah want know slow mo 44 slug face mud puddle full blood left dead pain start spread cant feel leg meet doctor king drew medical center enter icu said bullet hit nerve wa vital said cant move leg said dont try aint end friend youll probably never walk sit motionless holding pain inside contemplating suicide night jerk jerk dick dont work dont even hurt whod ever thought nigga rude ice cube abe pissing tube fool im vet fool im vet bet dance underwater get wet check raining bullet im still young ghetto nigga wheelchair fuck va need ga gang hospital cripple im drinking ripple corner hood im still bandana tied wheel chair hood rat hoe im fired mad cause tongue get tired everybody want put dope sayin wont get searched lapd im sittin doorway deucefive depending keep alive dont got bow arm onesix fucking leg looking like tooth pick time cant deal got beg bgs roll hill put porch im torch smoking cocaine maintain nothing gain nothing lose last night couldnt make bathroom feeling like 2yearold cant get sip brew hold friend stranger aka handicapped gangbanger lot life regret becoming ghetto vet fool im vet fool im vet bet could dance underwater get wet check raining bullet im still im still dedicated ghetto vet every nigga done took one hood,Sadness
969,969,Boom Bye Bye,world trouble anytime buju banton come batty bwoy get run ah gunshot head back hear wha tell em crew like boom bye bye inna batty bwoy head rude bwoy nah promote nasty man dem haffi dead boom bye bye inna batty bwoy head rude bwoy nah promote nasty man dem haffi dead two man hitch hug ah lay dung inna bed hug one another ah feel leg send fi di matic di uzi instead shoot dem come mek shot dem headdead dont waan jackie gi dem paul instead dem dont waan di sweetness di leg gal bend dung backway accept di peg really hot yu know still nah go fled ah man still waan di panty raid pure batty business dem love like boom bye bye inna batty bwoy head rude bwoy nah promote nasty man dem haffi dead boom bye bye inna batty bwoy head rude bwoy nah promote nasty man dem haffi dead woman di greatest thing god ever put pon di land buju lovin unno head dung foot bottom man ah turn wrong dem get peter janet peter john suzette paul suzette ann bumbaclaat dem get dat come deejay name buju banton come fi straighten yuh talk boom bboom boom like boom bye bye inna batty bwoy head rude bwoy nah promote nasty man dem haffi dead boom bye bye inna batty bwoy head rude bwoy nah promote nasty man dem haffi dead cah say dis ah bargain say dis ah deal guy come near skin must peel burn bad like ah old tire wheel gwaan buju banton yu tough say boom bye bye inna batty bwoy head rude bwoy nah promote batty man dem haffi dead boom bye bye inna batty guy head rude bwoy nah promote batty man hear two man ah hug kiss ah lay dung inna bed hug one another rub dung leg send fi di matic di uzi instead shoot di batty boy come mek shot dem headdead dem dont waan jackie give dem paul instead waan di pumpum patsy leg dem want di batty fred dis buju banton say say like boom bye bye inna batty bwoy head rude bwoy nah promote nasty man dem haffi dead boom bye bye inna batty bwoy head rude bwoy nah promote nasty man dem haffi dead cah woman prettiest thing god ever put pon di land put pon di land pupuput pon di land man turn wrong dem get dat peter janet peter john suzette paul suzette ann come di deejay name buju banton come fi give di massive satisfaction happy yuh love yu fi boom bye bye inna batty bwoy head rude bwoy nah promote batty man dem haffi dead boom bye bye inna batty bwoy head rude bwoy nah promote batty man dem haffi dead di new york crew dem promote batty man jump dance unno push unno hand di brooklyn girl dem promote batty man jump bogle ah wine yuh bottom canadian girl dem like batty man yu ah one yu haffi push unno hand say boom bye bye,Tension
970,970,The Spy in the Cab,hidden dashboard unseen mechanized eye surveillance road full cat eye sick function pry spy cab coldly observing callously reserving driver time automated autonomy playing mind spy cab spy cab eye eye spy eye eye eye spy eye twentyfour hour unblinking watch installed pry installed cop spy cab spy cab spy cab spy little eye spy little spy little eye spy little spy,Tension
971,971,Brohemian Rhapsody,something cant quite put finger,Tenderness
972,972,Your Cheatin’ Heart,cheatin heart make weep youll cry cry try sleep sleep wont come whole night cheatin heart tell tear come like falling rain youll toss around call name youll walk floor way cheatin heart tell cheatin heart pine day crave love threw away time come youll blue cheatin heart tell tear come like falling rain youll toss around call name youll walk floor way cheatin heart tell songwriter hank williams sr,Sadness
973,973,Stuck On You,shake apple apple tree shakea shake sugar youll never shake uhuhuh nosiree uh uh im going stick like glue stick im stuck going run finger thru long black hair squeeze tighter grizzly bear uhuhuh yessiree uh uh im going stick like glue stick im stuck hide kitchen hide hall aint going good catch kissing start team wild horse couldnt tear u apart try take tiger daddy side thats love going keep u tied uhuhuh yessiree uh uh im gon na stick like glue stick im stuck,Tenderness
974,974,Not King James Version,david hind chorus dis ya version king james version cause africa came garden eden x2 hidden wa never told ancient prophet black gold like daniel king david abraham israel black men dont wan na lose japhet tried best erase godly part played say came took never mention book chorus dis ya version king james version cause africa came garden eden x2 esau chapter history little mention ruler kingdom dynasty explored earth century dont wan na lose ya phoenician egyptian moor built civilisation thats sure creator alphabet west illiterateyeh chorus dis ya version king james version cause africa came garden eden x2 african heritage dont wan na lose ya oh slavery came took toll name john bull dog said turned back god lost power back wall ask fall rise rise rise hold culture chorus dis ya version king james version cause africa came garden eden x2 dont wan na lose ya dont wan na lose ya never let fool,Tension
975,975,Mask,im lost man shadow think clay dreamed trapped thought suffocation day seen iron environment plastic sweat chiselled slit eye growth underneath closed mouth youll catch listen racktrapped cubist vowel dummy head expression dummy head expression transformation invested mysterious shameful thing becomes something else part character part sensation shadow cast,Sadness
976,976,I Hung My Head,early one morning time kill borrowed jebbs rifle sat hill saw lone rider crossing plain drew bead practice aim brother rifle went hand shot rang across land horse kept running rider wa dead hung head hung head set running wake dream brother rifle went sheen kept running south land thats found head hand sheriff asked run came done reason one piece lead hung head hung head courthouse whole town wa see judge high chair explain courtroom went mind well ask jury verdict find felt power death life orphaned child widowed wife begged forgiveness wish wa dead hung head hung head hung head hung early one morning time kill see gallows hill distance trick brain see lone rider crossing plain hed come fetch see theyd done well ride together kingdom come pray god mercy soon ill dead hung head hung head hung head hung head,Sadness
977,977,My Baby Loves Me,dont need copy vogue magazine dont need dress like beauty queen high heel sneaker dont give damn baby love way baby love way never tell im good enough give unconditional love love tender love mad love silly love sad think im pretty think im smart like nerve love heart always saying biggest fan baby love way dark cloud eye sits back let em roll come like lion go like lamb baby love way think im pretty think im smart like nerve love heart always saying biggest fan baby love way,Tenderness
978,978,Paint It Black,see red door want painted black colour anymore want turn black see girl walk dressed summer clothes turn head darkness go see line car theyre painted black flower love never come back see people turn head quickly look away like newborn baby happens every day look inside see heart black see red door must painted black maybe ill fade away face fact easy facing whole world black green sea go turn deeper blue could foresee thing happening look hard enough setting sun love laugh morning come see red door want painted black colour anymore want turn black see girl walk dressed summer clothes turn head darkness go wan na see painted painted black black night black coal wan na see sun blotted sky wan na see painted painted painted painted black yeah,Sadness
979,979,Break Ya Neck,yeah check see thing need right nod fucking head yeah yeah break ya fucking neck bitch yeah yeah go going going give away give away give away give away give away give away give away nigga yeah go tell really wan na come talk nigga talk look like could really give nigga way talk way ya try walk way really try put dawg doin like ya never way break yo back break yo neck way try put floor come come come oh yeah tell nigga okay lem address yall nigga one time lock hit bomb shit yall nigga know day making drop yall nigga know every time come motherfucker always takin ride let bitch yall nigga know come makin flop way makin hotll make nigga wan na stop get money cash check nigga bust yo tec everybody every hood bang yo head til break motherfucking neck let give real street shit ride yo shit recline yo seat rewind heat keep bouncin street nod yo head break ya neck nigga break ya neck nigga break ya neck nigga bang yo head start break ya neck nigga break ya neck nigga break ya neck nigga break ya neck come along let put nigga bounce back know done caught breath yall nigga know way bang nigga head death reach fo dem backwoods fire boy know bakin ounce know love way givin music making bounce fuck little nigga every time come nigga know yall uhhuh way people nigga know always give yall said bounce come day time night ya creepin along well bang shit truck break yo neck motherfucker try figure flow see way come right come right always blowin spot make nigga really wan na stop better tell yo crew yo peep nigga better put troop gather soldier nigga know better keep yo boot nigga place ayo wave hand high way put make nigga wonder really gon na try ya really wan na place bet put ya money ya mouth ahhoo nigga street break ya neck keep bouncing let give real street shit ride yo shit recline yo seat rewind heat keep bouncin street nod yo head break ya neck nigga break ya neck nigga break ya neck nigga bang yo head start break ya neck nigga break ya neck nigga break ya neck nigga break ya neck go know everytime bustabus holding fort nigga watch shutting way put coming like steamroller dre nigga aint fucking around nigga yeah team got link cause know stay chopping get club nigga bar know lockin get little high get little drunk get little crunk come lem give yall nigga shit thatll make wan na bang yo trunk come get money cash check nigga bust yo tec everybody every hood bang yo head til break ya motherfuckin neck let give real street shit ride yo shit recline yo seat rewind heat keep bouncin street nod yo head break ya neck nigga break ya neck nigga break ya neck nigga bang yo head start break ya neck nigga break ya neck nigga break ya neck nigga break ya neck,Tension
980,980,Peace Frog,blood street ankle came blood street knee came blood street town chicago came blood rise following think break day came drove away sunlight hair came blood street run river sadness came blood street thigh came yeah river run red leg city came woman cry red river weepin came town drove away sunlight hair indian scattered dawn highway bleeding ghost crowd young child fragile eggshell mind blood street town new blood stain roof palm tree venice blood love terrible summer bloody red sun fantastic la blood scream brain chop finger blood born birth nation blood rose mysterious union blood street ankle blood street knee blood street town chicago blood rise following,Sadness
981,981,Road to Zion,yeah man jah waitin shout jah waitin world calamity dirty look grudge jealousy police weh abuse dem authority medium clown nuh know bout variety boom di youngest veteran come murder dem slow raggamuffin sent call di bush bungalow mi nuh watch mek clear voice figaro emerge darkness mi big blunt glow di hammer dem slam spectator getta low bwoy could big like bam bam bigelow bus trigger finger trigger hand trigger toe two gun mi mi bus dem inna stereo cause got keep walkin road zion man hey got keep burnin road zion man clean pure meditation without doubt dont mek dem take like dem took jah waitin shout jah waitin world calamity dirty look grudge jealousy police weh abuse dem authority medium clown nuh know bout variety single parent weh need charity yutes weh need love prosperity instead broken dream tragedy plan mean strategy say got keep walkin yeah road zion man yeah waitin track man yeah ha ha yeah yeah know know got keep walkin yeah road zion man got ta keep walkin yall yeah yeah got ta keep sometimes cant help feel helpless im havin daymares daytime wide awake try relate cant happenin like im dream im walkin cause im seein hauntin human like ghost zombie president mugabe holdin gun innocent body zimbabwe make john pope seem godly sacrilegious blasphemous lifetime look back path walked savage fought pastor taught prostitute stomp high heel boot badge screamin young black child stop shoot look back cooked crack plus car pas jaguar mad fly im guilty materialism black still prison trust save sorries im raisin army revolutionary warfare damian marley sparkin ion marchin zion know na nyc state mind im world calamity dirty look grudge jealousy police weh abuse dem authority medium clown nuh know bout variety boom di youngest veteran come murder dem slow ragamuffin sent god di bush bungalow mi nuh watch mek carry voice figarow emerge darkness mi big blunt glow di hammer dem slam spend day dead bwoy could big like bam bam bigelow bus trigger finger trigger hand trigger toe two gun mi mi bus dem inna stereo cause got keep walkin road zion man hey got keep burnin road zion man clean pure meditation without doubt dont mek dem tek yuh like dem took jah waitin shout jah waitin clean pure meditation without doubt dont mek dem tek yuh like food dem goat jah waitin shout jah waitin world calamity dirty look grudge jealousy police weh abuse dem authority medium clown nuh know bout variety single parent weh need charity yutes weh need love prosperity instead broken dream tragedy plan mean strategy instead broken dream tragedy yutes weh need love prosperity instead broken dream tragedy plan mean strategy hey say got keep walkin road zion man know got keep walkin road zion man,Tension
982,982,The Bitterest Pill (I Ever Had to Swallow),white lace wedding bell look picture contented new wealth onlooking fool believed lie wish grave would open swallow alive bitterest pill hard swallow love gave hang sad coloured mocking shadow wheel fortune broke fell grey sky change misery vacant spot beating heart took place watch smoke leave lip fill empty room bitterest pill hard swallow love gave hang sad coloured mocking shadow bitterest pill mine take took hundred year couldnt feel ill bitterest pill mine take took hundred year couldnt feel ill autumn breeze blow summer leaf life twisted broken dawn day sunlight dying spark left mark promise kiss someone else bitterest pill mine swallow love gave hang sadcoloured mocking shadow bitterest pill mine take took hundred year couldnt feel anymore ill bitterest pill mine take took hundred year couldnt feel anymore pain bitterest pill mine take took hundred year couldnt feel anymore ill bitterest pill mine take took hundred year couldnt feel anymore pain,Sadness
983,983,KOD,go go go go go go go go go go go go call flip ten key quarter brick bentley mama whip kod hard shit call flip ten key quarter brick bentley mama whip kod hard shit call flip ten key quarter brick bentley mama whip kod hard shit call flip ten key quarter brick bentley mama whip kod hard shit wow nigga crampin style blowin high want reply number one question doe feel much worth big home come wont get feature think bout dont bout get fuck dick bout listen never forget gon say one time ill dip nigga aint worthy shit havent heard im cold tip tip iceberg tipped titanic tiptoein around shit gigantic big fuckin atlantic im lit bitch call flip ten key quarter brick bentley mama whip kod hard shit call flip ten key quarter brick bentley mama whip kod hard shit call flip ten key quarter brick bentley mama whip kod hard shit call flip ten key quarter brick bentley mama whip kod hard shit grew wouldve loved member got first view blood im hangin shoot club homie got pharmaceutical plug smoke drug run vein think workin numbin pain dont give fuck im somewhat insane dont give fuck im somewhat insane yeah shit daily sipped much actavis convinced actavis pay practice made perfect im practice baby practice made perfect im practice baby platinum wrist ridin back like miss daisy platinum disc master bitch pay yall nigga trappin lacksicaldaisy nigga sell crack like back 80 know young nigga actin crazy serve pack jack mercedes shoot police clap old lady dont give fuck cracker gon hang bitch askin done lately stacked like last name wa shady life crazy actor could play life crazy actor could play call flip ten key quarter brick bentley mama whip kod hard shit call flip ten key quarter brick bentley mama whip kod hard shit call flip ten key quarter brick bentley mama whip kod hard shit call flip ten key quarter brick bentley mama whip kod hard shit power greed money molly weed percs xannys lean fame strongest drug strongest drug love,Sadness
984,984,Discipline Child,wa born disciplined child never knew got wild wa born disciplined child never knew got wild used go school taught golden rule said son better know cause time come gon na dread didnt heed advice ive got pay price didnt heed advice ive got pay price im death row one place go im death row one place go oh wish around see tracked oh wish around see tracked cornered little alley thousand shot gun never stood chance didnt want die reach sky im death row one place go im death row one place go,Sadness
